transaction_id,transaction_date,customer_id,customer_age,customer_segment,country,payment_method,transaction_amount_usd,currency,exchange_rate,product_category,merchant_id,merchant_name,transaction_status,is_fraud,device_type,platform,session_duration_sec,chargeback_flag,discount_applied,net_revenue_usd,customer_lifetime_value
8017FB40-F843-4E4A,2022-06-22,CUST008730,31.0,Retail,Germany,Credit Card,153.34,EUR,1.08,Travel,MER00145,Craig and Sons,Refunded,0,Mobile,Ios,189.7,0,0.0959,138.63,502.78
AA278210-8F74-4F5E,2023-07-12,CUST010874,42.0,Retail,Uganda,Credit Card,83.66,UGX,0.00027,Entertainment,MER00001,Gibson-Walters,Completed,0,Mobile,Android,146.4,0,0.1995,66.97,1382.55
23FE26E2-4BF2-459F,2022-09-11,CUST005971,51.0,Retail,South Africa,Crypto Wallet,83.66,ZAR,0.054,Automotive,MER00161,Ellis Group,Completed,0,Desktop,Browser,985.7,0,0.055,79.06,2144.92
7CAA3CD5-503E-4AD0,2022-02-22,CUST012318,31.0,Corporate,Kenya,Paypal,83.66,KES,0.0075,Fashion & Apparel,MER00269,"Deleon, Smith and Luna",Completed,0,Mobile,Pos Terminal,3182.0,0,0.1287,72.89,1097.66
2A06B51C-0EB6-4CE0,2023-09-03,CUST011990,22.0,Corporate,Kenya,Paypal,83.66,KES,0.0075,Fashion & Apparel,MER00168,Romero Inc,Completed,0,Desktop,Web,304.5,0,0.0544,79.11,5191.44
859D6144-0314-49F3,2022-05-08,CUST006496,23.0,Premium,South Africa,Banktransfer,83.66,ZAR,0.054,Health & Beauty,MER00047,Montgomery-Rodriguez,Completed,0,Mobile,Ios,93.5,0,0.2225,65.05,1051.22
6499FF8A-0FA6-45D3,2022-07-05,CUST006952,28.0,SME,United States,M-pesa,83.66,USD,1.0,Groceries,MER00069,Meza-Stokes,Declined,0,Mobile,Android,98.3,0,0.1241,73.28,2711.89
914DE2F0-AB5C-4894,2024-04-23,CUST011074,25.0,Premium,Egypt,Debit Card,83.66,EGP,0.032,Automotive,MER00294,Arnold-Holder,Pending,0,Mobile,Web,243.0,0,0.2836,59.93,726.23
24557E2A-27BF-4936,2024-04-10,CUST005971,58.0,Retail,India,Debit Card,83.66,INR,0.012,Education,MER00298,Cooper-Lowery,Completed,0,Mobile,Ios,1373.1,0,0.0861,76.46,2144.92
D704EBA2-DF33-4CAB,2024-05-26,CUST005893,18.0,Retail,De,Paypal,378.22,EUR,1.08,Electronics,MER00213,"Clark, Collins and Smith",Pending,0,Mobile,Android,1370.0,0,0.0966,341.68,124.1
39D68DD2-615F-4248,2024-07-14,CUST007278,18.0,Retail,Ug,Credit Card,83.66,UGX,0.00027,Entertainment,MER00124,"Harrington, Case and Wagner",Refunded,0,Mobile,Android,160.9,0,0.2466,63.03,613.59
38E6AE54-CA02-44EB,2024-12-27,CUST005924,42.0,Retail,France,M-Pesa,83.66,EUR,1.08,Entertainment,MER00232,Madden PLC,Completed,0,Desktop,Ussd,60.9,0,0.2916,59.26,733.91
F21AD398-A142-46B7,2024-03-22,CUST014503,32.0,SME,Nigeria,M-Pesa,83.66,NGN,0.0013,Entertainment,MER00099,Chapman-Miranda,Completed,0,Desktop,Ios,566.4,0,0.0686,77.92,1730.25
952318A8-9F56-45FB,2024-04-07,CUST010726,23.0,Corporate,United Kingdom,M-Pesa,83.66,GBP,1.27,Health & Beauty,MER00152,French Ltd,Completed,0,Mobile,Ios,448.4,0,0.4696,44.37,284.24
31B409DB-25A5-4ACB,2024-12-10,CUST014533,35.0,Premium,Ke,Credit Card,83.66,KES,0.0075,Electronics,MER00004,Baker PLC,Completed,0,Tablet,Ios,994.1,0,0.1101,74.45,1957.69
ADD6933B-E643-4559,2024-12-04,CUST006419,47.0,Premium,Kenya,Paypal,83.66,KES,0.0075,Fashion & Apparel,MER00174,"Hampton, Baker and Newton",Completed,0,Tablet,Ios,668.0,0,0.0687,77.91,1199.59
26FE0143-B502-42C5,2022-11-13,CUST004666,26.0,Premium,Tz,Mtn,83.66,TZS,0.0004,Fashion & Apparel,MER00205,"Harris, Bowers and Hill",Pending,0,Mobile,Web,96.8,0,0.1234,73.34,550.43
BD260FEA-199F-4A87,2023-02-15,CUST006895,43.0,Basic,Nigeria,Paypal,83.66,NGN,0.0013,Education,MER00098,"Clark, Morales and Clark",Completed,0,Mobile,Ios,150.3,0,0.0234,81.7,284.56
8E2A02F8-017D-4850,2023-01-05,CUST008651,18.0,SME,Ke,Apple Pay,83.66,KES,0.0075,Furniture,MER00061,Crawford-Miller,Completed,0,Mobile,Ios,529.8,0,0.3529,54.14,180.11
888EAC09-90DD-41B1,2023-01-02,CUST008351,32.0,Premium,Nigeria,M-Pesa,83.66,NGN,0.0013,Fashion,MER00246,"Russell, Ryan and Valenzuela",Refunded,0,Mobile,Ios,450.0,0,0.1002,75.28,109.0
F365D73C-F4E8-4508,2024-08-08,CUST001490,20.0,Retail,Tz,Paypal,83.66,TZS,0.0004,Fashion & Apparel,MER00010,Boone-Gordon,Completed,0,Mobile,Ussd,191.4,0,0.1516,70.98,3026.31
1B53C7C5-27FA-4827,2024-08-08,CUST010601,30.0,Retail,Ghana,Mtn Mobile Money,83.66,GHS,0.072,Travel,MER00257,"Gonzalez, Johnson and Moon",Completed,0,Tablet,Ios,158.9,0,0.0864,76.43,2769.9
76E5D5E3-E151-4E34,2024-06-02,CUST007255,31.0,Retail,Egypt,Credit Card,83.66,EGP,0.032,Electronics,MER00035,Lopez-Crawford,Declined,0,Desktop,Android,991.6,0,0.2241,64.91,1576.56
6ACC07A1-872C-4EAA,2023-07-28,CUST011051,25.0,SME,United Kingdom,Credit Card,83.66,GBP,1.27,Health & Beauty,MER00199,Aguirre LLC,Completed,0,Mobile,Android,238.9,0,0.0429,80.07,3763.9
FBF1310C-49EC-47D4,2024-06-12,CUST014343,30.0,Basic,Tanzania,Crypto Wallet,83.66,TZS,0.0004,Food & Groceries,MER00076,Navarro and Sons,Declined,0,Mobile,Android,45.4,0,0.1517,70.97,1201.02
5930EDFF-E715-41B8,2022-08-18,CUST006333,53.0,SME,Tanzania,Airtel Money,83.66,TZS,0.0004,Electronics,MER00157,Green and Sons,Completed,0,Mobile,Ios,425.4,0,0.0827,76.74,390.76
195D3569-0894-4374,2024-01-10,CUST000966,47.0,Premium,Fr,M-Pesa,462.13,EUR,1.08,Financial Services,MER00153,Mills and Sons,Completed,0,Tablet,Ussd,24.1,0,0.3365,306.62,3744.86
7144E398-AF51-46DD,2024-10-16,CUST009767,37.0,Retail,Kenya,Credit Card,83.66,KES,0.0075,Groceries,MER00219,Harris PLC,Completed,0,Mobile,Pos Terminal,544.6,0,0.0746,77.42,2037.91
972B371E-7A0D-4843,2024-02-15,CUST013913,42.0,SME,Ghana,Credit Card,83.66,GHS,0.072,Home & Furniture,MER00272,Webster Group,Completed,0,Desktop,Android,41.6,0,0.0326,80.93,4668.59
8E3AE80B-D37B-4812,2023-12-18,CUST000778,48.0,SME,United States,Bank Transfer,83.66,USD,1.0,Automotive,MER00118,Jones LLC,Completed,0,Desktop,Web,297.6,0,0.3907,50.97,494.22
7C9ABAEE-8A7A-4288,2024-08-22,CUST006921,18.0,SME,Za,M-pesa,83.66,ZAR,0.054,electronics,MER00192,"Howell, Martinez and Petersen",Failed,0,Mobile,Ussd,390.9,0,0.2633,61.63,905.83
20FA47B4-63B8-4743,2022-10-23,CUST000703,25.0,Premium,South Africa,Paypal,142.03,ZAR,0.054,Groceries,MER00240,Jones PLC,Completed,0,Tablet,Ios,121.1,0,0.0061,141.16,285.66
76B47E1E-41EC-420A,2022-10-27,CUST009224,34.0,Retail,United Kingdom,Credit Card,438.59,GBP,1.27,Fashion & Apparel,MER00237,Reyes Ltd,Completed,0,Desktop,Android,1009.1,0,0.122,385.08,106.09
D0344BD4-545B-4F70,2022-01-03,CUST014536,38.0,Premium,Uganda,M-Pesa,83.66,UGX,0.00027,Automotive,MER00074,Hernandez Ltd,Refunded,0,Mobile,Ios,364.8,0,0.4009,50.12,108.82
E3144540-ED39-4A69,2023-01-07,CUST007316,54.0,Retail,Ke,Airtel Money,83.66,KES,0.0075,Travel & Hospitality,MER00281,"Walker, Mora and Miller",Refunded,0,Desktop,Android,54.3,0,0.1034,75.01,4217.66
C69B9C33-E9C7-40A3,2022-06-10,CUST001710,34.0,Retail,Kenya,Credit Card,83.66,KES,0.0075,Education,MER00250,Zimmerman and Sons,Completed,0,Mobile,Ussd,243.8,0,0.0788,77.07,206.55
1457547B-4126-45C0,2024-11-07,CUST006382,42.0,Basic,Nigeria,Credit Card,83.66,NGN,0.0013,Automotive,MER00078,"Perez, Edwards and Carlson",Refunded,0,Mobile,Web,243.0,0,0.0341,80.81,118.38
F0698C88-F8DB-4364,2024-05-01,CUST010649,28.0,Retail,Ng,M-pesa,83.66,NGN,0.0013,groceries,MER00149,"Meyers, Woods and Powell",Unknown,0,Desktop,Ussd,185.8,0,0.3736,52.4,430.34
DEBCA8C1-1D85-43BC,2023-09-24,CUST005473,44.0,Retail,Nigeria,Airtelmoney,83.66,NGN,0.0013,Groceries,MER00226,Nichols LLC,Completed,1,Mobile,Ios,170.0,1,0.1323,72.59,424.94
59D4A370-6AEA-46D5,2024-03-05,CUST011176,23.0,Corporate,South Africa,Airtel Money,83.66,ZAR,0.054,Travel & Hospitality,MER00279,Rowe-Anderson,Pending,0,Tablet,Android,323.8,0,0.1019,75.14,1226.97
CD7B25B7-8826-48ED,2022-02-24,CUST002513,48.0,SME,United States,Wire Transfer,626.7,USD,1.0,Electronics,MER00217,Gross Group,Failed,0,Mobile,Pos Terminal,1762.9,0,0.0536,593.11,1285.19
2C8FC928-A21D-416E,2022-12-10,CUST004793,19.0,SME,Germany,Crypto Wallet,1248.25,EUR,1.08,entertainment,MER00217,Gross Group,Completed,0,Mobile,Apple Ios,264.5,0,0.2194,974.38,579.65
AC890124-9350-40E2,2024-06-22,CUST007802,37.0,Corporate,Tanzania,Crypto Wallet,83.66,TZS,0.0004,Groceries,MER00134,Gonzalez-Hill,Completed,0,Mobile,Android,238.4,0,0.0768,77.23,294.16
95D497CC-5293-47D9,2024-10-25,CUST014071,29.0,Basic,Kenya,Bank Transfer,83.66,KES,0.0075,Home & Furniture,MER00109,Harrison Ltd,Declined,0,Mobile,Ios,146.4,0,0.0715,77.68,581.94
F3562C46-9740-4A5A,2023-10-13,CUST011153,35.0,Retail,United Kingdom,M-Pesa,347.8,GBP,1.27,Travel & Hospitality,MER00107,"Franklin, Mills and Davis",Completed,0,Tablet,Pos Terminal,824.3,0,0.1628,291.18,153.16
46CB0E06-50E6-4152,2024-01-22,CUST012183,40.0,Retail,South Africa,Mtn Mobile Money,83.66,ZAR,0.054,Furniture,MER00037,Shaw-Castro,Failed,0,Mobile,Apple Ios,104.5,0,0.0911,76.04,586.71
C343B16C-DFF4-45FF,2023-09-12,CUST004653,46.0,SME,South Africa,M-pesa,83.66,ZAR,0.054,Education,MER00282,Roberts Group,Completed,0,Tablet,Ios,96.7,0,0.2882,59.55,702.52
B14668C3-F88F-4768,2024-08-03,CUST012818,30.0,Corporate,Kenya,Paypal,83.66,KES,0.0075,Fashion & Apparel,MER00273,Jones Ltd,Completed,0,Tablet,Android,306.1,0,0.0669,78.06,667.48
7DEF55B9-BFF6-435D,2024-10-02,CUST007512,48.0,SME,South Africa,Credit Card,83.66,ZAR,0.054,Entertainment,MER00275,Nelson-Clark,Completed,0,Mobile,Android,168.7,0,0.0434,80.03,667.48
7C7E9B1E-AB1E-49E9,2024-01-14,CUST009121,52.0,SME,Tanzania,Apple Pay,83.66,TZS,0.0004,Health & Beauty,MER00021,"Taylor, Watts and Williams",Completed,0,Mobile,Android,322.4,0,0.1224,73.42,47.92
4454CE80-9DAB-42CD,2022-02-06,CUST003516,44.0,Retail,United Kingdom,Debit Card,111.39,GBP,1.27,Education,MER00097,"Cooper, Williams and Powell",Pending,0,Mobile,Android,57.5,0,0.1307,96.83,667.48
2040E574-049A-4BCB,2024-10-07,CUST007116,27.0,Retail,Ghana,M-Pesa,83.66,GHS,0.072,financial services,MER00084,Waller Inc,Completed,0,Desktop,Ios,299.3,0,0.1839,68.27,395.41
016254CE-0CE3-462A,2022-12-02,CUST011225,56.0,Retail,Nigeria,M-Pesa,83.66,NGN,0.0013,Food & Groceries,MER00150,"Payne, Williams and Fritz",Completed,0,Desktop,Android,1161.3,0,0.0229,81.74,1867.58
7DDA19E4-CF7E-461A,2024-07-18,CUST003975,30.0,Corporate,Nigeria,M-Pesa,83.66,NGN,0.0013,Travel & Hospitality,MER00030,Mack LLC,Unknown,0,Mobile,Android,28.5,0,0.2795,60.28,1019.23
55CD6DC1-F767-4C03,2023-11-17,CUST003577,31.0,Retail,Nigeria,Debit Card,83.66,NGN,0.0013,Automotive,MER00170,"Kirk, Huffman and Eaton",Completed,0,Mobile,Ios,63.4,0,0.0663,78.11,245.1
F5EF6236-7C65-4715,2022-10-22,CUST006548,45.0,Corporate,United Kingdom,M-Pesa,3465.61,GBP,1.27,Entertainment,MER00109,Harrison Ltd,Completed,0,Desktop,Android,536.6,0,0.0399,3327.33,249.27
595DDDD6-C523-4D9A,2022-03-09,CUST000794,27.0,SME,Kenya,Credit Card,83.66,KES,0.0075,Travel & Hospitality,MER00122,Smith Ltd,Completed,0,Mobile,Android,486.7,0,0.2952,58.96,143.72
0E6F16B1-43C7-4DD6,2024-08-03,CUST012082,41.0,Retail,South Africa,Bank Transfer,83.66,ZAR,0.054,Health & Beauty,MER00138,King and Sons,Refunded,0,Mobile,Web,1087.0,0,0.3795,51.91,745.17
0AB733D2-6974-4A8D,2023-06-02,CUST003093,18.0,SME,United Kingdom,Paypal,83.66,GBP,1.27,Electronics,MER00098,"Clark, Morales and Clark",Completed,0,Mobile,Android,517.0,0,0.1067,74.73,593.86
8AD60537-0214-4242,2024-06-15,CUST002240,27.0,Basic,Fr,Paypal,83.66,EUR,1.08,Finance,MER00296,Chavez-Randall,Completed,0,Mobile,Android,258.4,0,0.0627,78.41,1515.62
7310001D-01B2-4277,2023-06-26,CUST011337,43.0,Corporate,United Kingdom,Paypal,172.62,GBP,1.27,Electronics,MER00152,French Ltd,Failed,0,Mobile,Ussd,1979.2,0,0.118,152.25,876.11
E91BA891-F61E-4E82,2024-12-28,CUST014436,29.0,Premium,Nigeria,Crypto Wallet,83.66,NGN,0.0013,Home & Furniture,MER00208,Cruz-Ward,Declined,0,Mobile,Web,674.7,0,0.0795,77.01,8591.9
8FF88317-EE98-4D7D,2024-11-10,CUST008509,32.0,Premium,Nigeria,Mtn Mobile Money,83.66,NGN,0.0013,Fashion & Apparel,MER00083,Dickerson Ltd,Completed,0,Mobile,Ios,407.8,0,0.3024,58.36,323.63
8FCF407B-6589-4418,2024-11-04,CUST002860,28.0,SME,Tanzania,Wire Transfer,83.66,TZS,0.0004,Electronics,MER00241,Dickerson-Young,Completed,1,Tablet,Android,259.2,0,0.2162,65.57,839.6
C6F43C19-B5F2-49FA,2024-09-26,CUST011427,47.0,Corporate,Nigeria,Crypto Wallet,83.66,NGN,0.0013,Electronics,MER00008,"Clay, Moore and Alvarez",Declined,0,Mobile,Android,161.9,0,0.2811,60.14,12.36
7CC9DFE3-D30F-4296,2024-01-05,CUST000972,50.0,Corporate,United Kingdom,Cryptocurrency,83.66,GBP,1.27,Groceries,MER00182,"Todd, Adams and Rogers",Completed,0,Mobile,Android,47.4,0,0.0705,77.76,293.75
C32808DF-C870-4BBF,2023-03-03,CUST005742,22.0,Retail,United States,M-pesa,83.66,USD,1.0,Fashion & Apparel,MER00022,Carey-Moore,Completed,0,Mobile,Web,78.4,0,0.1225,73.41,202.13
CD33FCD3-6482-4A99,2024-07-10,CUST003414,32.0,SME,United Kingdom,Credit Card,190.7,GBP,1.27,groceries,MER00287,Bennett and Sons,Completed,0,Tablet,Android,516.6,0,0.0553,180.15,245.07
207AB163-36A2-4124,2023-11-11,CUST005691,36.0,Retail,Tanzania,Debit Card,83.66,TZS,0.0004,Furniture,MER00242,Daniel and Sons,Completed,0,Desktop,Web,49.3,0,0.0629,78.4,722.01
3790CE52-D3A7-4E9A,2022-12-23,CUST002940,35.0,Basic,Gh,Bank Transfer,83.66,GHS,0.072,Automotive,MER00157,Green and Sons,Completed,0,Mobile,Web,91.9,0,0.0447,79.92,415.31
69B005E4-EC8D-43AA,2023-09-03,CUST011499,50.0,Premium,Tanzania,Debit Card,83.66,TZS,0.0004,Education,MER00252,Giles PLC,Pending,0,Mobile,Web,88.3,0,0.0779,77.14,498.06
716DA2A3-88F2-41D8,2024-09-13,CUST009366,32.0,Premium,Kenya,Apple Pay,83.66,KES,0.0075,Fashion & Apparel,MER00079,White-Pham,Completed,0,Desktop,Ios,464.1,0,0.2451,63.15,109.84
C9F93CC0-7B6C-4E27,2022-11-15,CUST007553,18.0,Corporate,Tanzania,Debit Card,83.66,TZS,0.0004,fashion & apparel,MER00156,Hunt-Jackson,Failed,0,Mobile,Ios,88.6,0,0.3628,53.31,106.62
814EAD5A-3383-4B1E,2023-10-13,CUST000555,48.0,SME,Nigeria,M-Pesa,83.66,NGN,0.0013,Education,MER00126,"Young, Sanchez and Bryan",Completed,0,Desktop,Ussd,1335.0,0,0.0204,81.95,997.37
C6656D5D-AC9F-4549,2022-12-12,CUST011946,47.0,Retail,Ke,Mtn Mobile Money,83.66,KES,0.0075,Financial Services,MER00054,"Aguilar, Duncan and Li",Completed,0,Tablet,Ios,549.1,0,0.1841,68.26,701.13
804A87C9-F2A3-4E2F,2024-09-01,CUST013928,52.0,Corporate,United Kingdom,Paypal,154.61,GBP,1.27,Travel,MER00220,Stewart Ltd,Completed,0,Tablet,Pos Terminal,67.6,0,0.0516,146.63,53.63
FF72EDC1-82F1-4E7E,2023-05-09,CUST007973,39.0,Premium,Nigeria,Bank Transfer,83.66,NGN,0.0013,Home & Furniture,MER00090,"Anderson, Thompson and Pena",Completed,0,Tablet,Ios,204.5,0,0.1675,69.65,303.16
AF62E620-76DF-4389,2023-02-21,CUST001006,60.0,SME,Tanzania,Credit Card,83.66,TZS,0.0004,Fashion & Apparel,MER00219,Harris PLC,Completed,0,Mobile,Ios,58.0,0,0.2577,62.1,1066.55
4FACCBB7-046B-45B3,2022-04-10,CUST003804,28.0,Premium,Ghana,Debit Card,88.54,GHS,0.072,Travel & Hospitality,MER00164,Harris LLC,Completed,0,Mobile,Web,230.5,0,0.1703,73.46,805.41
978B2A5D-BD43-41BD,2024-12-02,CUST007268,22.0,Vip,Kenya,M-Pesa,83.66,KES,0.0075,Automotive,MER00103,"Strickland, Rodriguez and Knox",Completed,0,Desktop,Android,163.0,0,0.0556,79.01,730.79
EE3DCB91-CEB0-46A8,2023-12-17,CUST009155,33.0,Retail,Kenya,Debit Card,83.66,KES,0.0075,Travel,MER00074,Hernandez Ltd,Failed,0,Mobile,Web,243.0,0,0.1117,74.32,466.81
C9E4CFDC-D053-4338,2023-08-27,CUST012023,35.0,SME,Kenya,Debit Card,83.66,KES,0.0075,travel,MER00012,"Cardenas, Adams and Mejia",Completed,0,Mobile,Web,381.2,0,0.2494,62.8,1281.66
7EB4C61D-6893-487A,2024-02-13,CUST007882,31.0,Retail,United Kingdom,Credit Card,618.07,GBP,1.27,Groceries,MER00269,"Deleon, Smith and Luna",Completed,0,Mobile,Browser,668.8,0,0.0744,572.09,499.44
4C0107B6-F350-41FF,2024-06-12,CUST004626,36.0,Retail,Nigeria,Credit Card,83.66,NGN,0.0013,Financial Services,MER00283,Reyes PLC,Pending,0,Tablet,Ios,105.3,0,0.1022,75.11,3022.45
7E2B9638-25C4-45F7,2024-07-14,CUST013546,43.0,Retail,Nigeria,M-pesa,83.66,NGN,0.0013,home & furniture,MER00150,"Payne, Williams and Fritz",Completed,0,Desktop,Pos Terminal,535.5,0,0.1538,70.79,2562.95
6ACA0560-50CE-4208,2022-06-23,CUST002316,34.0,Retail,Tanzania,Mtn Mobile Money,83.66,TZS,0.0004,Travel & Hospitality,MER00245,Peterson-Stewart,Completed,0,Tablet,Android,149.4,0,0.0589,78.73,1103.13
CDDE9083-CC0F-4B0A,2024-05-04,CUST010259,18.0,Basic,Us,Paypal,83.66,USD,1.0,Financial Services,MER00096,Miller-Conley,Completed,0,Desktop,Web,93.1,0,0.1812,68.5,394.31
5C12B35E-6E19-4F92,2023-02-26,CUST007664,37.0,SME,Kenya,M-Pesa,83.66,KES,0.0075,Home & Furniture,MER00139,"Garcia, Gonzales and Barker",Completed,0,Mobile,Ios,176.0,0,0.097,75.54,1473.52
937F00E2-AB0D-42A7,2024-09-09,CUST006161,18.0,Retail,Nigeria,Paypal,83.66,NGN,0.0013,Fashion & Apparel,MER00072,"Mann, Rodriguez and Dunn",Pending,0,Mobile,Pos Terminal,8.0,0,0.1621,70.1,790.06
8C4083DD-6CB7-4068,2023-01-21,CUST005814,22.0,Retail,Uganda,Bank Transfer,83.66,UGX,0.00027,Fashion & Apparel,MER00028,"Hays, Keith and Martinez",Refunded,0,Mobile,Apple Ios,60.1,0,0.2231,65.0,242.21
C080E5C2-1B8F-41D3,2022-03-19,CUST013333,35.0,Corporate,Nigeria,Debit Card,83.66,NGN,0.0013,Home & Furniture,MER00170,"Kirk, Huffman and Eaton",Pending,0,Mobile,Web,58.2,0,0.0996,75.33,1195.85
0DD57BFC-AB8B-4668,2022-11-28,CUST002353,40.0,SME,Ghana,Debitcard,83.66,GHS,0.072,Travel & Hospitality,MER00248,Long-Ross,Pending,0,Desktop,Ios,850.4,0,0.2947,59.01,1510.63
88417348-8504-4D57,2024-07-17,CUST007108,29.0,SME,Nigeria,Debit Card,83.66,NGN,0.0013,Clothing,MER00284,Carson-Lopez,Completed,0,Desktop,Apple Ios,601.2,0,0.2208,65.19,556.0
BC824FF3-88CD-48F9,2024-09-24,CUST006918,26.0,Premium,South Africa,Bank Transfer,83.66,ZAR,0.054,Fashion & Apparel,MER00255,West-Cordova,Completed,0,Mobile,Web,155.2,0,0.0412,80.21,667.48
1D0970FD-2DC8-4749,2022-12-18,CUST008686,19.0,Corporate,Tanzania,Debit Card,83.66,TZS,0.0004,Entertainment,MER00022,Carey-Moore,Completed,0,Desktop,Android,126.3,0,0.0464,79.78,984.96
5D4AAC47-8959-482B,2024-12-05,CUST003807,18.0,SME,India,Bank Transfer,83.66,INR,0.012,Home & Furniture,MER00012,"Cardenas, Adams and Mejia",Completed,0,Desktop,Android,292.9,0,0.0653,78.2,693.43
2D78FFBF-70A4-4E97,2024-08-16,CUST001476,38.0,Premium,Nigeria,M-Pesa,83.66,NGN,0.0013,Travel & Hospitality,MER00088,Gonzalez LLC,Completed,0,Mobile,Ios,295.2,0,0.1433,71.67,1448.0
587E0C6F-EC84-44D7,2024-12-25,CUST008945,28.0,Retail,Nigeria,Bank Transfer,83.66,NGN,0.0013,Health & Beauty,MER00209,"Friedman, Higgins and King",Failed,0,Mobile,Pos,856.5,0,0.058,78.81,203.24
12C7858D-6A7F-4A3A,2023-06-03,CUST012062,42.0,Premium,Tanzania,M-Pesa,83.66,TZS,0.0004,Groceries,MER00181,Harmon-Lozano,Completed,0,Desktop,Web,1077.5,0,0.0632,78.37,135.33
4A2944F8-87C9-497D,2022-08-18,CUST013040,21.0,Retail,Nigeria,Crypto Wallet,83.66,NGN,0.0013,entertainment,MER00160,Scott and Sons,Pending,0,Desktop,Ios,58.8,0,0.1241,73.28,3315.03
9B2B69A3-6804-4F9C,2022-05-24,CUST014145,37.0,SME,India,Credit Card,83.66,INR,0.012,Fashion & Apparel,MER00046,Steele Inc,Completed,0,Desktop,Web,335.9,0,0.1612,70.17,136.59
5385435D-141E-4A0F,2022-10-13,CUST009635,38.0,SME,United States,Debit Card,872.42,USD,1.0,Automotive,MER00215,Clark Group,Unknown,0,Desktop,Android,573.6,0,0.0642,816.41,667.48
F60805BA-13C9-4563,2024-07-05,CUST005167,22.0,SME,Kenya,M-Pesa,83.66,KES,0.0075,Travel & Hospitality,MER00086,"Pena, Anderson and Flores",Completed,0,Mobile,Android,28.2,0,0.0821,76.79,363.48
7DB0600D-BC59-481B,2023-12-28,CUST014826,61.0,Retail,Ghana,Bank Transfer,83.66,GHS,0.072,Groceries,MER00219,Harris PLC,Completed,0,Desktop,Android,80.4,0,0.1056,74.83,1144.53
2C1BFAE0-EBC5-4C46,2022-03-15,CUST009206,55.0,Retail,Egypt,Wire Transfer,83.66,EGP,0.032,Fashion & Apparel,MER00141,Wilson-Odonnell,Pending,0,Desktop,Ussd,67.1,0,0.0216,81.85,85.99
98AE7B4E-8778-470C,2022-04-11,CUST008087,24.0,Premium,South Africa,M-Pesa,83.66,ZAR,0.054,Electronics,MER00148,Zavala Ltd,Completed,0,Mobile,Ios,173.6,0,0.2332,64.15,61.46
DBE34E9F-A516-4426,2024-03-15,CUST003862,39.0,Retail,Nigeria,Bank Transfer,83.66,NGN,0.0013,Fashion & Apparel,MER00109,Harrison Ltd,Completed,0,Mobile,Ios,494.8,0,0.0994,75.34,257.96
539AC086-AD99-4055,2024-12-19,CUST003675,28.0,Basic,Egypt,M-Pesa,83.66,EGP,0.032,Groceries,MER00237,Reyes Ltd,Completed,0,Desktop,Ussd,429.5,0,0.0094,82.87,667.48
466FC0A3-DBF9-4758,2024-08-24,CUST003249,30.0,Retail,Kenya,Paypal,83.66,KES,0.0075,Auto,MER00242,Daniel and Sons,Completed,0,Mobile,Ussd,33.1,0,0.3457,54.74,875.5
FB5CA18C-AC89-43C4,2023-11-23,CUST012683,38.0,SME,Tanzania,Apple Pay,83.66,TZS,0.0004,Beauty,MER00070,Mcdonald Inc,Completed,0,Desktop,Ussd,133.0,0,0.0286,81.27,1517.87
775C04F1-F7A9-474B,2023-08-09,CUST013776,46.0,Corporate,South Africa,Creditcard,83.66,ZAR,0.054,Automotive,MER00002,Schultz Group,Completed,0,Mobile,Android,109.3,0,0.0647,78.25,310.89
474448CD-26BF-45B8,2023-12-19,CUST013620,40.0,Basic,Kenya,Debit Card,83.66,KES,0.0075,FinServ,MER00094,Wilson-Cannon,Pending,0,Mobile,Pos Terminal,97.1,0,0.2659,61.41,248.92
FE11A8DA-5914-4EFF,2024-05-21,CUST012388,36.0,Premium,South Africa,M-pesa,83.66,ZAR,0.054,Home & Furniture,MER00286,Turner Inc,Completed,0,Mobile,Web,102.3,0,0.1428,71.71,122.96
38F5A171-A94A-47BC,2022-12-22,CUST005305,41.0,SME,Kenya,Apple Pay,83.66,KES,0.0075,Groceries,MER00253,Rodriguez-Nelson,Completed,0,Desktop,Web,301.5,0,0.1282,72.93,488.45
B97972FB-C4F2-468D,2024-05-28,CUST010749,18.0,SME,United States,M-Pesa,83.66,USD,1.0,Health & Beauty,MER00150,"Payne, Williams and Fritz",Completed,0,Mobile,Web,55.1,0,0.1017,75.15,68.48
C70CF3AB-0294-4CE2,2024-12-18,CUST006956,23.0,Retail,Kenya,Mtn Mobile Money,83.66,KES,0.0075,Groceries,MER00266,Brown PLC,Declined,0,Mobile,Android,45.6,0,0.0941,75.79,81.03
53D615D6-5CF7-4876,2022-06-18,CUST000332,27.0,Premium,Nigeria,Bank Transfer,83.66,NGN,0.0013,Entertainment,MER00135,Haynes LLC,Completed,0,Desktop,Android,354.3,0,0.1939,67.44,226.62
5C9D760E-F801-4688,2023-03-24,CUST002631,44.0,SME,United States,Airtelmoney,113.24,USD,1.0,Electronics,MER00195,"Luna, Mcclain and Smith",Completed,0,Mobile,Ussd,20.9,0,0.0486,107.74,949.46
45CF22A0-B71A-4010,2024-10-23,CUST001353,43.0,Premium,Germany,Bank Transfer,1891.31,EUR,1.08,Clothing,MER00011,Ford-Hamilton,Completed,0,Mobile,Pos,169.7,0,0.419,1098.85,1273.79
