transaction_id,transaction_date,customer_id,customer_age,customer_segment,country,payment_method,transaction_amount_usd,currency,exchange_rate,product_category,merchant_id,merchant_name,transaction_status,is_fraud,device_type,platform,session_duration_sec,chargeback_flag,discount_applied,net_revenue_usd,customer_lifetime_value
4D17D372-04E1-4C8B,22/12/2023,CUST003407,44,SME,France,Crypto Wallet,27.18,EUR,1.08,Electronics,MER00058,"Alvarado, Ortiz and Thomas",Pending,0,Mobile,Browser,202.0,0,0.0355,26.22,1507.92
BDD9243D-36CE-48A4,19/04/2022,CUST000987,27,SME,France,M-Pesa,217.84,EUR,1.08,Education,MER00194,"Howard, Cummings and Rhodes",SUCCESS,0,Tablet,USSD,512.4,0,0.0517,206.58,4040.32
30B80600-18E6-4189,2024-02-18,CUST001165,48,Corporate,Nigeria,Bank Transfer,1.11,NGN,,Health & Beauty,MER00213,"Clark, Collins and Smith",PENDING,0,Desktop,iOS,927.4,0,0.3489,0.72,2268.98
B493F45E-5C37-4F48,2022-09-01,CUST004085,34,Retail,India,Airtel Money,0.42,INR,0.012,Education,MER00272,Webster Group,Completed,0,Mobile,Android,211.7,0,0.1082,0.37,3207.99
73BD1A75-F56A-4BD4,2024-11-21,CUST013474,41,Retail,Tanzania,M-Pesa,0.04,TZS,0.0004,Automotive,MER00286,Turner Inc,Completed,0,Mobile,android,2354.8,0,0.3504,0.03,2221.18
8943F26A-C1BE-4E92,2022-02-23,CUST006388,46,Retail,Ghana,Credit Card,30.45,GHS,0.072,Automotive,MER00275,Nelson-Clark,Completed,0,Mobile,iOS,,0,0.1438,26.07,120.7
43752191-C36E-4C1C,2022-10-07,CUST001534,33,SME,United Kingdom,mpesa,310.41,GBP,1.27,Entertainment,MER00003,"Gonzalez, Hill and Brown",Failed,0,Mobile,Android,136.4,0,0.0939,281.26,
A6999710-B46F-4F67,06-Nov-2022,CUST009004,47,Retail,Tanzania,M-Pesa,0.01,TZS,0.0004,Home,MER00093,"Jones, Carson and Crawford",Failed,0,Mobile,android,475.3,0,0.1726,0.01,64.65
D5E86544-E657-4192,11-14-2022,CUST009694,26,Retail,Egypt,Crypto Wallet,9.45,EGP,0.032,Groceries,MER00099,Chapman-Miranda,Declined,0,Mobile,iOS,315.6,0,0.0605,8.88,506.0
06B40712-4AE4-4DCF,2024-05-02,CUST008661,27,SME,Kenya,Google Pay,0.52,KES,0.0075,Travel & Hospitality,MER00258,Adkins-Bell,,0,Mobile,Apple iOS,278.1,0,0.0217,0.51,10584.39
1CD4C851-3AAC-40A9,2022-06-14,CUST004261,48,Corporate,South Africa,Apple Pay,42.75,ZAR,0.054,Health,MER00229,Sparks Group,Completed,0,Mobile,POS Terminal,188.4,0,0.0823,39.23,2202.08
CE5E65BF-D5CB-4B01,2022-08-13,CUST013826,52,SME,United States,PAYPAL,36.8,USD,1.0,Groceries,MER00174,"Hampton, Baker and Newton",Completed,0,Mobile,Web,478.5,0,0.1519,31.21,3190.52
F0E696F9-0D0C-44D7,13-Oct-2024,CUST004976,31,Corporate,ZA,Bank Transfer,29.2,ZAR,0.054,Electronics,MER00010,Boone-Gordon,refunded,0,Mobile,iOS,32.9,0,0.0552,27.59,127.92
32892D08-4A8D-4F50,2022-06-14,CUST007366,47,Retail,United States,Credit Card,752.0,USD,1.0,Health,MER00142,Crawford and Sons,Completed,0,Mobile,ios,352.4,0,0.2237,583.78,1664.13
571C5855-95CE-4724,22/07/2024,CUST005978,22,Corporate,United States,Debit Card,228.55,USD,1.0,Travel & Hospitality,MER00202,"Austin, Williams and Walton",Completed,0,Mobile,Web,170.3,0,0.1632,191.25,1404.88
99E224F6-F8CD-4E7B,2023-02-15,CUST005869,18,Retail,Uganda,PayPal,0.01,UGX,0.00027,Fashion & Apparel,MER00071,"Smith, Cooper and Sherman",Completed,0,Desktop,POS Terminal,373.2,0,0.011,0.01,$303.64
4ABAD32B-9FE5-46F9,2022-10-11,CUST011051,28,Retail,Nigeria,Apple Pay,0.03,NGN,0.0013,Electronics,MER00277,Rodriguez LLC,Declined,0,Mobile,USSD,506.6,0,0.411,0.02,3763.9
E2273E59-FCC5-47A9,2022-12-19,CUST014137,33,Premium,United States,M-Pesa,156.36,USD,1.0,Groceries,MER00094,Wilson-Cannon,Completed,0,Mobile,ussd,278.9,0,0.0965,141.27,1130.86
A44E7DFA-C0E4-4CCC,26/01/2022,CUST012666,36,SME,Egypt,Debit Card,1.65,EGP,0.032,Education,MER00267,Martinez-Turner,Complete,0,Mobile,Android,1015.3,0,0.0364,1.59,310.33
8839B08E-FEC8-4FDF,2024-02-25,CUST006493,31,Retail,Kenya,Google Pay,,KES,0.0075,FinServ,MER00050,Erickson and Sons,Completed,0,Mobile,Web,53.2,0,2.191004354745524,0.14,2099.79
D318B29E-E661-4940,2023-05-17,CUST013039,37,Basic,Egypt,Credit Card,32.82,EGP,0.032,Home & Furniture,MER00221,"Jensen, Arnold and Smith",completed,0,Desktop,Web,847.4,0,0.1244,28.74,
E5439B31-9D2C-4B8E,2022-06-19,CUST014302,41,Retail,USA,Credit Card,269.12,USD,1.0,Electronics,MER00006,Castillo Inc,Completed,0,Mobile,POS,185.1,0,,222.32,268.24
2E0B58B3-A0DA-4078,2024-11-26,CUST000337,37,Sme,ZA,ApplePay,21.09,ZAR,0.054,Home & Furniture,MER00136,Young LLC,Completed,0,Mobile,Android,353.3,0,0.0555,19.92,247.0
AC552B34-B451-4A28,2023-12-07,CUST001468,18,Corporate,Egypt,Debit Card,9.85,EGP,0.032,Travel & Hospitality,MER00087,Alvarado-Evans,Completed,0,Mobile,Web,391.2,0,0.0205,9.65,1068.07
44A57089-CAD9-4557,2022-07-18,CUST012989,32,Retail,Tanzania,ApplePay,0.04,TZS,0.0004,Financial Services,MER00153,Mills and Sons,Failed,0,Desktop,POS Terminal,222.6,0,0.3247,0.03,381.78
78452FC3-AF24-46B9,05/10/2023,CUST001753,22,Retail,Kenya,airtel money,1.26,KES,0.0075,Home & Furniture,MER00280,Morrow PLC,completed,0,Mobile,android,109.2,0,0.1114,1.12,303.42
BB5D9C7E-9E7E-4AB8,14-Dec-2022,CUST011249,22,SME,Kenya,bank transfer,0.33,KES,0.0075,Fashion & Apparel,MER00238,"Walker, Cabrera and Roberts",FAILED,0,Desktop,POS Terminal,475.2,0,0.0914,0.3,2936.12
E3C7F815-FB8A-435D,18/09/2022,CUST004496,43,SME,UG,crypto wallet,0.03,UGX,0.00027,Groceries,MER00193,Lopez PLC,pending,0,Mobile,Android,2294.0,0,0.0608,0.03,4978.34
A0E858BF-D0BD-43D9,05/09/2023,CUST001952,40,Retail,Nigeria,M-Pesa,0.3,NGN,0.0013,Home & Furniture,MER00102,Young and Sons,Completed,0,Tablet,android,127.5,0,0.0451,0.29,3023.91
2E0BFB1C-3671-4EA9,06-14-2024,CUST009492,18,Corporate,South Africa,Debit Card,27.27,ZAR,0.054,Groceries,MER00137,Jackson LLC,Completed,0,Desktop,Web,109.1,0,0.2459,20.56,630.14
B8A7EAB9-65C7-4248,26/12/2022,CUST009250,36,Retail,Ghana,Bank Transfer,5.13,GHS,0.072,Financial Services,MER00147,Hall-Anderson,Completed,0,Tablet,iOS,226.6,0,0.1027,4.6,89.06
DA957442-1CF8-492C,2023-08-01,CUST000462,27,Retail,France,Credit Card,137.82,EUR,,ELECTRONICS,MER00174,"Hampton, Baker and Newton",Completed,0,Mobile,iOS,192.9,0,0.124,120.73,693.89
69993920-A147-4EEC,2022-03-22,CUST008433,31,Corporate,Kenya,M-Pesa,,KES,0.0075,Fashion & Apparel,MER00046,Steele Inc,Complete,0,Desktop,Android,358.6,0,0.0205,1.64,309.76
7002B7C6-5DE2-4FCA,2024/03/14,CUST013041,18,Retail,Nigeria,PayPal,0.48,NGN,0.0013,Entertainment,MER00135,Haynes LLC,Complete,0,Mobile,Web,21.8,0,0.0947,0.43,226.88
CB709F9A-051B-4995,05-Feb-2022,CUST002054,33,RETAIL,South Africa,Airtel Money,4.04,ZAR,0.054,Entertainment,MER00273,Jones Ltd,Refunded,0,Tablet,Web,87.8,0,0.0425,3.87,461.98
A7AC984D-49CF-46DD,2024-12-04,CUST014388,31,Corporate,Egypt,Crypto Wallet,11.58,EGP,0.032,ELECTRONICS,MER00261,"Walker, Fields and Soto",Completed,0,Mobile,Android,284.3,0,0.2612,8.56,330.3
D84CBD5B-F057-4ED3,2022-09-09,CUST008965,44,Basic,GH,Bank Transfer,57.05,GHS,0.072,Home,MER00007,"Odom, Hall and Jefferson",Completed,0,Mobile,android,221.2,0,0.0739,52.83,1481.01
50DECAD3-F1BE-45BE,2023-08-09,CUST009296,22,Retail,Germany,Credit Card,47.09,EUR,1.08,EdTech,MER00111,Barnes-Gomez,completed,0,Mobile,iOS,1072.7,0,0.2174,36.85,201.58
81604D98-331B-4AAA,2022-05-13,CUST007315,39,Retail,Nigeria,credit card,0.02,NGN,0.0013,Education,MER00275,Nelson-Clark,Refunded,0,Mobile,Android,1801.5,0,0.126,0.02,173.9
C47B05F5-A78B-41BA,10-27-2022,CUST006794,32,Retail,Egypt,Debit Card,0.63,EGP,0.032,Home & Furniture,MER00278,"Thompson, Barnett and Atkins",?,0,Mobile,android,1429.0,0,0.2965,0.44,
EEEE20FF-E2E5-4CCD,2022/12/21,CUST006871,27,SME,Nigeria,Airtel Money,0.08,NGN,0.0013,Entertainment,MER00159,Miller-Haney,In Progress,0,Desktop,iOS,1689.9,0,0.0663,0.07,1086.68
D5663AAD-723B-4E9A,11-25-2022,CUST009287,41,Corporate,United Kingdom,Debit Card,1971.79,GBP,1.27,GROCERIES,MER00149,"Meyers, Woods and Powell",Completed,0,Mobile,ios,504.4,0,0.1783,1620.22,1112.12
AE1F3D31-30BC-4CC5,2022-12-09,CUST002166,27,SME,Kenya,Airtel Money,0.36,KES,0.0075,Groceries,MER00002,Schultz Group,DECLINED,0,Desktop,Android,430.6,0,0.1155,0.32,196.74
BEEBAB5F-3A88-4292,2024-08-28,CUST007274,35,Retail,Nigeria,mtn mobile money,0.64,NGN,0.0013,Automotive,MER00113,Morales-Guzman,Pending,0,Mobile,iOS,78.7,0,0.0468,0.61,507.26
DF582EDB-B49A-497F,2024-12-07,CUST002800,34,Retail,Kenya,Bank Transfer,0.35,KES,0.0075,Automotive,MER00262,Sanders-Fuller,Pending,0,Desktop,Web,311.8,0,0.1433,0.3,954.63
3DEFE25A-BFAD-4511,2024-04-02,CUST014313,41,Basic,Nigeria,Apple Pay,1.08,NGN,0.0013,Entertainment,MER00206,Newman and Sons,SUCCESS,0,Mobile,Web,694.2,0,0.019,1.06,
DC4EBB1C-38F3-454C,2022-06-13,CUST011509,18,Premium,UK,M-PESA,43.64,GBP,1.27,Automotive,MER00283,Reyes PLC,Completed,0,Mobile,Android,186.1,0,0.1683,36.3,2757.3
62276A3E-0CF4-44C8,24-Oct-2024,CUST007941,24,retail,United Kingdom,Google Pay,143.93,GBP,,travel,MER00189,Mcneil-Andrews,Completed,0,Mobile,Web,56.8,0,0.0886,131.18,$62.40
38BB661F-BB79-4541,20/11/2023,CUST013685,46,basic,France,Crypto Wallet,19.85,EUR,1.08,Travel & Hospitality,MER00193,Lopez PLC,Declined,0,Mobile,Android,48.3,0,0.1726,16.42,1533.68
D33BC3D6-076C-4CEF,25/06/2023,CUST005706,62,Retail,Kenya,DC,0.21,KES,0.0075,electronics,MER00014,White-Brown,Pending,0,Desktop,Android,348.6,0,0.1124,0.19,54.44
855D1E5D-D909-49B8,21/02/2023,CUST002895,27,SME,United Kingdom,Bank Transfer,1138.9,GBP,1.27,Home,MER00084,Waller Inc,Completed,0,Tablet,iOS,186.9,0,0.2678,833.9,1224.05
57A7EDB8-EF3E-42C8,02/08/2023,CUST004558,39,Retail,Uganda,Credit Card,0.01,UGX,0.00027,Automotive,MER00207,"George, Bell and Torres",Completed,0,Mobile,iOS,177.0,0,0.1767,0.01,1024.74
028EECD2-0278-4C57,2023-06-04,CUST013806,40,Basic,South Africa,CreditCard,2.39,ZAR,0.054,Automotive,MER00091,Freeman-Hunt,Failed,1,Desktop,iOS,752.5,1,0.4106,1.41,637.54
595C98C4-4EFA-4FB7,05-18-2023,CUST010726,37,SME,Nigeria,M-Pesa,0.18,NGN,0.0013,home & furniture,MER00158,Kent-Sanders,SUCCESS,0,Mobile,Web,133.1,0,0.0973,0.16,284.24
9A8B5DD4-BBC4-4BB6,2022-11-04,CUST014108,25,Basic,South Africa,PayPal,1.98,ZAR,0.054,Financial Services,MER00093,"Jones, Carson and Crawford",Completed,0,Mobile,Android,396.6,0,0.1367,1.71,1165.71
9B35079D-15C6-490A,2024/10/04,CUST011489,38,Retail,Kenya,Bank Transfer,1.04,KES,0.0075,Travel & Hospitality,MER00249,"Barker, Green and Gomez",Completed,0,Desktop,Android,4441.9,0,0.2676,0.76,313.42
3551BD54-B7CD-4853,04-02-2024,CUST011711,43,SME,Uganda,PayPal,0.03,UGX,0.00027,Hospitality,MER00073,Wright-Smith,completed,0,Mobile,Android,134.0,0,0.017,0.03,7348.91
6EF08ED1-8BE4-41CC,2024/05/14,CUST014623,26,Small Business,Kenya,Bank Transfer,0.34,KES,0.0075,Food & Groceries,MER00199,Aguirre LLC,Completed,0,Mobile,iOS,1318.8,0,0.2141,0.27,539.0
9F662DB8-B84D-4D6B,2023-06-24,CUST007854,36,Corporate,Germany,Bank Transfer,2859.98,EUR,1.08,Health,MER00170,"Kirk, Huffman and Eaton",Completed,0,Mobile,Android,2152.5,0,0.024,2791.34,1273.58
BFE38D27-3F62-45A5,2023-05-26,CUST009369,41,Retail,United Kingdom,M-Pesa,593.95,GBP,,Financial Services,MER00102,Young and Sons,Completed,0,Desktop,Android,290.7,0,0.1336,514.6,2143.6
1C8354A5-35FE-4F25,01/09/2022,CUST012393,29,Retail,Kenya,Airtel Money,1.14,KES,0.0075,Fashion,MER00014,White-Brown,Pending,1,Mobile,Android,958.7,0,0.2017,0.91,3302.94
21F9B96B-6484-4C6A,2022-02-11,CUST003027,35,Retail,France,Debit Card,25.94,EUR,1.08,Entertainment,MER00122,Smith Ltd,Completed,0,Mobile,iOS,179.5,0,0.0564,24.48,835.9
A2CD0A62-B05C-42B5,2023-09-18,CUST005220,20,SME,United Kingdom,CreditCard,101.97,GBP,1.27,Media & Entertainment,MER00026,"Floyd, Trevino and Mahoney",Failed,0,Mobile,Android,540.1,0,0.1803,83.58,157.79
E571A8AB-29F0-4DA1,2023-12-16,CUST002504,40,Retail,Kenya,PayPal,0.53,KES,0.0075,Fashion & Apparel,MER00120,Estrada-Flores,Failed,0,Desktop,USSD,1126.3,0,0.1829,0.43,319.04
B3BC4A99-05BF-4EE5,11-09-2023,CUST000098,45,Basic,Kenya,Bank Transfer,0.08,KES,0.0075,Entertainment,MER00143,Tucker PLC,Completed,0,Mobile,Android,336.5,0,0.1196,0.07,909.84
8CE837BF-FB09-41BE,10/10/2024,CUST007854,43,Retail,South Africa,M-Pesa,20.44,ZAR,0.054,Electronics,MER00166,"Reed, Vasquez and Romero",Completed,0,Mobile,ussd,181.4,0,0.1939,16.48,1273.58
0AC5A408-1015-4131,2023/05/15,CUST007354,46,Retail,South Africa,Crypto Wallet,16.05,ZAR,0.054,Entertainment,MER00176,"Morse, Carroll and Byrd",Completed,0,Mobile,Android,163.1,0,0.1373,13.85,2737.06
66F20D4E-ED24-473C,2024-03-10,CUST003604,38,Retail,Nigeria,Crypto Wallet,0.29,NGN,0.0013,Home & Furniture,MER00264,Barnes Inc,Failed,0,Mobile,iOS,57.0,0,0.2022,0.23,665.69
BFF124D7-03DA-41A2,2024-01-21,CUST012737,34,Retail,South Africa,Mpesa,4.6,ZAR,0.054,Entertainment,MER00284,Carson-Lopez,Pending,0,Mobile,USSD,920.5,0,0.0183,4.52,$264.11
3AAACB19-6606-4598,2022-10-01,CUST010792,44,Premium,India,Credit Card,2.82,INR,0.012,Groceries,MER00045,Lynch Ltd,Completed,0,Mobile,Web,1007.4,0,0.1133,2.5,366.33
06A56F1F-DA5A-484B,2023/04/20,CUST002049,27,Basic,Tanzania,M-Pesa,0.07,TZS,0.0004,Health & Beauty,MER00300,Sullivan Group,done,0,Tablet,POS Terminal,3159.1,0,0.4372,0.04,
2482DC10-20C8-499B,2023-06-05,CUST004112,23,Premium,United States,PayPal,127.97,USD,1.0,Electronics,MER00142,Crawford and Sons,Completed,0,Tablet,pos,165.2,0,0.1324,111.03,261.69
149A8698-AEC0-4A83,21/12/2023,CUST006200,22,SME,South Africa,Debit Card,28.38,ZAR,0.054,Automotive,MER00085,"Woodward, Stevenson and Harvey",Completed,0,Desktop,iOS,278.8,0,0.0356,27.37,432.73
62396398-1CE9-4BE7,2024/07/27,CUST008687,30,Premium,Ghana,mpesa,162.26,GHS,0.072,Health & Beauty,MER00073,Wright-Smith,Completed,0,Mobile,Android,844.7,0,0.2637,119.47,173.23
D47F4CA8-2CEF-498F,10/09/2024,CUST007669,18,Retail,India,Debit Card,2.13,INR,0.012,Entertainment,MER00057,"Brewer, Meadows and Bell",Declined,0,Mobile,Android,58.7,0,0.0541,2.01,661.9
B20B3864-E75B-4C27,02/01/2023,CUST012732,30,Premium,Kenya,Paypal,1.15,KES,0.0075,fashion & apparel,MER00158,Kent-Sanders,Complete,0,Tablet,Web,98.7,0,0.0971,1.04,1319.1
19F05696-001A-49C9,2022-02-18,CUST011219,18,Premium,Uganda,M-Pesa,0.03,UGX,0.00027,Electronics,MER00267,Martinez-Turner,Completed,0,Mobile,ussd,953.6,0,0.3132,0.02,1436.92
B73DC0C5-3348-43C8,2024-06-09,CUST014497,29,Premium,Kenya,Debit Card,1.31,KES,0.0075,Electronics,MER00081,"Waller, Lozano and Simon",Completed,0,Desktop,Web,256.2,0,0.1695,1.09,303.96
BA98A155-9B75-4F10,2024-12-13,CUST008479,38,RETAIL,Egypt,ApplePay,7.23,EGP,0.032,Electronics,MER00044,Harrison and Sons,Completed,0,Desktop,Android,62.8,0,0.3074,5.01,9482.43
53E0BF29-7EE7-4A7F,2024-07-04,CUST000784,999,SME,Ghana,mtn mobile money,2.08,GHS,0.072,Education,MER00018,Eaton Group,Declined,0,Tablet,Web,440.9,0,0.2466,1.57,1383.96
64B2987C-6087-409F,03/01/2024,CUST007163,18,Retail,Tanzania,Credit Card,0.04,TZS,0.0004,Electronics,MER00189,Mcneil-Andrews,Completed,0,Desktop,USSD,971.7,0,0.4411,0.02,1283.93
5978943C-1814-478D,2023-11-04,CUST008917,35,SME,NG,DC,0.07,NGN,0.0013,Financial Services,MER00060,Reid-Richard,Pending,0,Mobile,Web,38.6,0,0.258,0.05,5516.92
F53414DB-97E4-4FB0,25/10/2022,CUST008682,43,SME,United States,CreditCard,198.0,USD,1.0,Groceries,MER00084,Waller Inc,Completed,0,Mobile,iOS,179.6,0,0.2116,156.1,752.24
6D204C62-E48D-4ABB,21/03/2023,CUST007753,46,Corporate,Nigeria,PayPal,0.16,NGN,0.0013,Home & Furniture,MER00180,"Smith, Wells and Norton",Completed,0,Desktop,ussd,198.8,0,0.0227,0.16,1758.18
53DEE6EA-F366-403D,18/12/2024,CUST003164,46,Retail,United Kingdom,Debit Card,655.8,GBP,1.27,Health & Beauty,MER00093,"Jones, Carson and Crawford",Completed,0,Mobile,Android,49.9,0,0.1811,537.03,
4ACA4156-0600-4D7F,2022-11-27,CUST013986,47,Retail,Nigeria,Crypto Wallet,0.03,NGN,0.0013,Entertainment,MER00181,Harmon-Lozano,Completed,0,Mobile,USSD,54.9,0,0.0492,0.03,303.24
CF75B80F-EEB8-49EC,2023/06/02,CUST007273,38,Premium,Kenya,Crypto Wallet,0.06,KES,0.0075,Fashion & Apparel,MER00037,Shaw-Castro,Completed,0,Mobile,POS Terminal,98.7,0,0.0695,0.06,1970.33
ED105D75-2EDE-412D,2023/09/21,CUST000517,32,Retail,India,Credit Card,0.08,INR,0.012,Fashion & Apparel,MER00073,Wright-Smith,Completed,0,Desktop,Web,512.8,0,0.0262,0.08,1213.3
6E11E8E3-6C60-4544,2024/10/14,CUST010275,39,Retail,United Kingdom,Credit Card,130.26,GBP,1.27,Home,MER00053,Cantu-Ray,Failed,0,Desktop,Android,134.3,0,0.1577,109.72,267.01
E8624EC2-BF17-476B,2024-06-21,CUST006782,37,Premium,Nigeria,Credit Card,0.75,NGN,,Automotive,MER00294,Arnold-Holder,,0,Mobile,ussd,402.6,0,0.0538,0.71,672.19
8CDDE8A7-A2B5-4807,2024-12-25,CUST005492,65,Corporate,India,mpesa,1.99,INR,0.012,Groceries,MER00295,Kerr Inc,Completed,0,Tablet,Web,647.4,0,0.1886,1.61,2266.4
CB840DC0-D73E-492B,26/01/2024,CUST008310,32,premium,United Kingdom,M-Pesa,1267.56,GBP,1.27,FinServ,MER00074,Hernandez Ltd,completed,0,Mobile,Android,567.7,0,0.0353,1222.82,483.92
73196FA6-FA7A-4868,2022-07-07,CUST000121,43,Retail,United States,MPESA,451.27,USD,1.0,Automotive,MER00127,"Reese, Esparza and Cox",Complete,0,Mobile,Android,545.2,0,0.0699,419.73,1718.55
D49A01A8-DF3F-4B2A,07-Nov-2022,CUST001720,24,Retail,ZA,MTN MoMo,15.53,ZAR,0.054,Travel & Hospitality,MER00288,Cisneros LLC,Completed,0,Mobile,Web,75.5,0,0.1614,13.02,394.42
C3050E32-0521-4C42,2024-03-04,CUST005837,46,Basic,Ghana,PayPal,127.3,GHS,0.072,Home & Furniture,MER00221,"Jensen, Arnold and Smith",done,0,Mobile,Web,1005.3,0,0.196,102.35,
8FCCD412-10DE-4DDF,2023-01-01,CUST004724,38,Premium,US,Credit Card,472.48,USD,1.0,Automotive,MER00156,Hunt-Jackson,Completed,0,Desktop,Web,1465.3,0,0.3327,315.29,462.07
85D089F7-9F7E-41EC,09-Jan-2022,CUST013010,49,basic,United Kingdom,Bank Transfer,78.16,GBP,1.27,Health & Beauty,MER00008,"Clay, Moore and Alvarez",Complete,0,Mobile,iOS,232.5,0,0.1263,68.29,440.86
51FA7DF0-4180-4D4B,2023-10-19,CUST005779,29,Retail,India,PayPal,0.96,INR,0.012,Automotive,MER00292,Orozco-Morales,Pending,0,Mobile,Android,235.0,0,0.1595,0.81,688.85
74667A5A-0E4D-46D7,2024-05-16,CUST009028,37,Corporate,NG,Bank Transfer,0.13,NGN,0.0013,Home & Furniture,MER00297,Bowen Inc,ok,0,Desktop,Android,1164.6,0,0.0702,0.12,
E22B6661-9C94-4D2A,2024-01-27,CUST013396,30,Retail,Kenya,M-Pesa,0.38,KES,0.0075,Entertainment,MER00112,Jones and Sons,Completed,0,Mobile,iOS,121.1,0,0.0241,0.37,505.84
608E7D82-3591-44C3,16/02/2023,CUST010628,41,Basic,Nigeria,MTN,0.14,NGN,0.0013,Health & Beauty,MER00278,"Thompson, Barnett and Atkins",Pending,0,Mobile,iOS,162.7,0,0.2187,0.11,282.35
1DE1C32E-84CB-42AD,2022-04-23,CUST000263,40,Corporate,Egypt,credit card,39.81,EGP,0.032,Travel & Hospitality,MER00087,Alvarado-Evans,completed,0,Mobile,Web,911.8,0,0.1599,33.44,13.61
3F8C8337-2518-426D,12-03-2022,CUST000271,43,SME,India,M-Pesa,0.48,INR,0.012,Financial Services,MER00192,"Howell, Martinez and Petersen",success,0,Mobile,iOS,190.0,0,0.0206,0.47,3750.06
B4CCE524-B027-4E4D,05/08/2023,CUST013008,21,Retail,Kenya,M-Pesa,0.5,KES,0.0075,health & beauty,MER00034,Hayes and Sons,Completed,0,Tablet,POS Terminal,178.7,0,0.2623,0.37,437.1
C6701C48-993A-4DAA,2023-02-16,CUST006172,18,Retail,Uganda,bank transfer,0.13,UGX,0.00027,Health & Beauty,MER00290,"Mitchell, Gregory and Elliott",Completed,0,Mobile,Web,840.7,0,0.1744,0.11,779.77
43F95BDB-2964-40D1,2022-10-15,CUST008182,26,Retail,Kenya,Credit Card,1.61,KES,0.0075,Automotive,MER00265,"Marshall, Morales and Young",Completed,0,Mobile,Web,23.0,0,0.1035,1.44,950.12
786236BC-E177-4A05,21-Jan-2024,CUST006056,51,Corporate,Uganda,Debit Card,0.08,UGX,0.00027,Home & Furniture,MER00067,"Scott, Lozano and Gross",Completed,0,Mobile,Android,130.1,0,0.0943,0.07,4025.2
86974BC1-4DF6-4140,2024-11-10,CUST010261,32,Retail,Kenya,MTN Mobile Money,0.29,KES,0.0075,Health & Beauty,MER00068,Barrett LLC,Completed,0,Mobile,Web,6916.3,0,0.0396,0.28,698.1
6F05F35B-C147-4F5A,2024-08-03,CUST013165,18,retail,Kenya,MTN Mobile Money,1.64,KES,0.0075,FinServ,MER00296,Chavez-Randall,Declined,0,Desktop,Android,116.6,0,0.1192,1.44,224.69
5592635D-5D15-47FF,2023/05/24,CUST006704,34,Corporate,Kenya,Bank Transfer,7.78,KES,0.0075,Fashion,MER00093,"Jones, Carson and Crawford",Completed,0,Mobile,Android,315.7,0,0.1745,6.42,124.01
FFB0099C-6F6E-4EDC,2024-04-06,CUST006519,29,PREMIUM,Kenya,Airtel Money,0.86,KES,0.0075,Health & Beauty,MER00138,King and Sons,Completed,0,Mobile,Web,43.0,0,0.2328,0.66,25.95
0514DE75-E9F7-4161,2023-10-03,CUST004109,18,Retail,Ghana,Debit Card,0.78,GHS,0.072,Entertainment,MER00288,Cisneros LLC,Completed,0,Mobile,iOS,168.5,0,0.1786,0.64,523.0
3751C0EE-9B38-4D5F,2022-06-11,CUST006571,35,corporate,Nigeria,CreditCard,0.6,NGN,0.0013,Travel & Hospitality,MER00275,Nelson-Clark,refunded,0,Desktop,Apple iOS,892.1,0,0.1889,0.49,567.02
23528DDA-B4A3-418D,10-Dec-2024,CUST012203,27,Retail,Egypt,PayPal,1.13,EGP,0.032,Clothing,MER00109,Harrison Ltd,Completed,0,Mobile,USSD,402.7,0,0.1025,1.01,138.15
F12489E6-D8C5-4936,2023-09-19,CUST000694,39,SME,Kenya,Debit Card,1.16,KES,0.0075,Fashion,MER00209,"Friedman, Higgins and King",Completed,0,Mobile,Android,256.2,0,0.0245,1.13,1392.87
E20747B5-FE2D-47BB,28/01/2022,CUST010447,41,BASIC,Tanzania,Google Pay,0.03,TZS,0.0004,Financial Services,MER00008,"Clay, Moore and Alvarez",Pending,0,Mobile,iOS,69.6,0,0.219,0.02,1682.87
95AE9D38-8DAD-41BC,2023/07/12,CUST004375,30,Premium,South Africa,Bank Transfer,1.61,ZAR,0.054,Automotive,MER00013,"Gomez, Ross and Robinson",Declined,0,Mobile,android,472.0,0,0.2287,1.24,2193.68
5DCD110E-8E7D-43E7,2024-01-26,CUST009529,0,CORPORATE,Kenya,mpesa,2.81,KES,0.0075,Entertainment,MER00170,"Kirk, Huffman and Eaton",Completed,0,Mobile,USSD,106.2,0,0.1772,2.31,821.17
A4F88C21-6729-4CD4,2024-02-13,CUST012402,38,Basic,Tanzania,PayPal,0.16,TZS,0.0004,Entertainment,MER00102,Young and Sons,success,0,Mobile,iOS,352.7,0,0.2662,0.12,1522.22
BBD1C194-BF1B-4203,2023-06-15,CUST014879,49,Retail,France,M-Pesa,78.94,EUR,1.08,Automotive,MER00243,"Boyer, Gardner and Rodriguez",Failed,0,Mobile,iOS,322.3,0,0.2553,58.79,585.6
72C3D904-93AA-4815,11-22-2022,CUST007073,33,SME,NG,Bank Transfer,0.04,NGN,0.0013,Financial Services,MER00001,Gibson-Walters,Failed,0,Mobile,Android,120.0,0,0.2396,0.03,128.19
A6B821DE-BDB7-4E19,2022/12/22,CUST007926,27,SME,United Kingdom,M-Pesa,95.86,GBP,1.27,Education,MER00236,"Lee, Howe and Moore",Completed,0,Mobile,Android,1748.2,0,0.2764,69.36,1367.69
